category,region,mnari,pcfci,avg_kcalories,avg_ca(mg),avg_folate(mcg),avg_iron(mg),avg_niacin(mg),avg_riboflavin(mg),avg_thiamin(mg),avg_vita(mcg),avg_vitb12(mcg),avg_vitb6(mg),avg_zinc(mg),vcci,maize(mt),rice(mt),sorghum(mt),cassava(mt),millet(mt),commodity,price
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),24.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,50.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),22.3
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,29.67
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,65.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,16.95
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,26.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),38.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),21.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,24.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,11.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,20.35
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,24.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),37.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,21.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,83.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,13.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,20.98
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),38.63
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,20.95
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),42.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,107.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,18.1
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,22.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),44.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,20.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,180.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,20.39
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),21.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,25.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,29.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),44.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),27.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,52.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,18.28
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,29.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),45.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,28.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,11.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),28.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),48.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,37.33
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,68.33
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,16.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,17.69
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,41.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,15.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,77.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.62
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,20.83
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,74.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.87
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,9.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),29.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.42
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,23.27
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),30.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,29.87
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),27.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),0.87
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),49.33
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,90.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,34.73
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,45.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),52.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),26.9
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,100.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),3.6
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,43.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),29.6
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),60.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,43.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),4.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),38.87
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,132.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),4.87
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,11.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,60.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),40.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),5.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,66.8
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),36.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,173.3
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),4.16
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,58.09
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,60.4
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),67.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),4.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,45.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),40.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),3.55
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,52.69
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),64.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),49.63
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,17.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,25.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,10.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),56.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),62.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,64.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,57.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),3.4
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),42.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),53.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,62.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),2.2
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,75.6
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,62.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,66.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,35.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,73.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),2.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,33.7
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),62.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),45.9
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,58.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.63
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,37.8
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,79.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.96
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,64.8
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),62.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),44.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,59.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,84.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,20.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,88.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Cassava,12.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,45.19
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,63.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),35.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,92.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,37.79
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,63.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),60.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,53.75
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,85.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,47.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),1.83
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,62.5
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),35.25
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),2.03
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Millet,62.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Imported),68.4
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Rice (Local),33.7
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Sorghum,56.8
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Yam,118.0
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Plantains (Apentu),2.1
1,Brong Ahafo,0.2121,0.5116,52.76,76.61,54.96,57.41,57.94,44.45,41.7,66.58,63.49,58.7,46.4,0.632,108573,15865,217,314811,0,Maize,57.0
